word, frequency in 1, frequency in 2, frequency in 3, frequency in 4, frequency in 5, probability in 1, probability in 2, probability in 3, probability in 4, probability in 5, score,stdev
favorite,0,0.01006,0.0102,0,0.02694,0,0.213135593,0.216101695,0,0.570762712,3.928389831,0.208756699
fee,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
decent,0,0.01006,0.03874,0.02984,0,0,0.12792472,0.492624619,0.379450661,0,3.251525941,0.201507594
counter,0,0.01006,0.02243,0.03304,0.02694,0,0.108792041,0.242565156,0.357305072,0.291337731,3.831188494,0.129010194
forget,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
scent,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
middle,0,0.01006,0.01835,0,0.01005,0,0.261570463,0.477119085,0,0.261310452,3.261050442,0.181298031
tunnel,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
tested,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
convenient,0,0.01006,0,0.01598,0.04102,0,0.150014912,0,0.238294065,0.611691023,4.311661199,0.225146371
occasionally,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
effects,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
fold,0,0.01006,0.0102,0,0.01247,0,0.307363275,0.311640697,0,0.380996028,3.454628781,0.165378403
effort,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
elastic,0,0.01006,0,0.01066,0,0,0.485521236,0,0.514478764,0,3.028957529,0.24512008
entire,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
odor,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
mechanism,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
twin,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
nowhere,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
troy,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
screen,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
lost,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
silver,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
four,0,0.01006,0.0102,0.03197,0.01046,0,0.160472165,0.162705376,0.509969692,0.166852768,3.683203063,0.167411641
limp,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
loose,0,0.01006,0.01835,0,0,0,0.354100669,0.645899331,0,0,2.645899331,0.261753025
matter,0,0.01006,0,0,0,0,1,0,0,0,2,0.4
condition,0,0.01006,0.01631,0,0.01408,0,0.248702101,0.403213844,0,0.348084054,3.447466007,0.170643868
those,0,0,0.03874,0.03623,0.03016,0,0,0.368496148,0.344620945,0.286882907,3.918386759,0.165441717
ion,0,0,0.03263,0.01066,0.0189,0,0,0.524682425,0.171410195,0.303907381,3.779224956,0.198510855
type,0,0,0.02855,0.0341,0.02011,0,0,0.344973417,0.412034799,0.242991783,3.898018366,0.171944375
daughter,0,0,0.02855,0.02877,0.06796,0,0,0.227889527,0.229645594,0.542464879,4.314575351,0.199468734
saw,0,0,0.02855,0.01492,0.0189,0,0,0.457752124,0.239217573,0.303030303,3.845278179,0.178095154
heads,0,0,0.02651,0,0,0,0,1,0,0,3,0.4
screws,0,0,0.02651,0.01918,0,0,0,0.580214489,0.419785511,0,3.419785511,0.250147448
temp,0,0,0.02651,0.02558,0.01448,0,0,0.39822743,0.384257173,0.217515397,3.819287968,0.175243607
somewhat,0,0,0.02651,0.01279,0,0,0,0.674554707,0.325445293,0,3.325445293,0.268677759
slightly,0,0,0.02447,0.02131,0.01126,0,0,0.428997195,0.373597475,0.19740533,3.768408135,0.180323338
stronger,0,0,0.02243,0.01172,0,0,0,0.656808199,0.343191801,0,3.343191801,0.264264119
highest,0,0,0.02243,0.01172,0.01166,0,0,0.489631085,0.255839336,0.254529579,3.764898494,0.18437878
prefer,0,0,0.02243,0.02238,0.01126,0,0,0.40003567,0.399143927,0.200820403,3.800784733,0.178702684
arm,0,0,0.02243,0.01812,0.01247,0,0,0.423047906,0.341757827,0.235194266,3.81214636,0.173829967
rollers,0,0,0.02039,0.01385,0.01086,0,0,0.45210643,0.307095344,0.240798226,3.788691796,0.177026303
real,0,0,0.02039,0.01705,0.01729,0,0,0.372556185,0.311529326,0.315914489,3.943358304,0.164712232
continue,0,0,0.02039,0,0,0,0,1,0,0,3,0.4
b,0,0,0.02039,0.01705,0.01488,0,0,0.389717125,0.325879205,0.28440367,3.894686544,0.166710612
negative,0,0,0.02039,0.01705,0.01367,0,0,0.398943455,0.333594209,0.267462336,3.868518881,0.168509393
problems,0,0,0.02039,0.03304,0.0366,0,0,0.226480062,0.366988782,0.406531156,4.180051094,0.173920422
folds,0,0,0.02039,0.02344,0.04062,0,0,0.241444642,0.277560687,0.480994671,4.23955003,0.182587691
keeping,0,0,0.01835,0,0,0,0,1,0,0,3,0.4
complaint,0,0,0.01835,0.05435,0.01206,0,0,0.216493629,0.641222275,0.142284096,3.925790467,0.23591535
hoped,0,0,0.01835,0,0,0,0,1,0,0,3,0.4
reel,0,0,0.01835,0,0,0,0,1,0,0,3,0.4
performance,0,0,0.01835,0.01918,0.01568,0,0,0.344859989,0.36045856,0.294681451,3.949821462,0.16473976
called,0,0,0.01835,0,0,0,0,1,0,0,3,0.4
idea,0,0,0.01835,0,0.01287,0,0,0.587764254,0,0.412235746,3.824471493,0.251159363
adjust,0,0,0.01835,0.01918,0,0,0,0.48894218,0.51105782,0,3.51105782,0.245048791
e,0,0,0.01835,0.01066,0,0,0,0.632540503,0.367459497,0,3.367459497,0.258895334
neck,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
lasts,0,0,0.01631,0.02558,0.02131,0,0,0.25806962,0.404746835,0.337183544,4.079113924,0.169772007
included,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
storage,0,0,0.01631,0.01598,0.0189,0,0,0.318616917,0.312170346,0.369212737,4.050595819,0.164490188
natural,0,0,0.01631,0.02025,0.02694,0,0,0.256850394,0.318897638,0.424251969,4.167401575,0.171847351
tt,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
number,0,0,0.01631,0.01066,0,0,0,0.604746014,0.395253986,0,3.395253986,0.253749268
etc,0,0,0.01631,0,0.01367,0,0,0.544029353,0,0.455970647,3.911941294,0.24652674
adequate,0,0,0.01631,0.01279,0,0,0,0.5604811,0.4395189,0,3.4395189,0.247917699
nicely,0,0,0.01631,0.02131,0.02815,0,0,0.247985404,0.324007906,0.42800669,4.180021286,0.173013069
door,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
burns,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
surprised,0,0,0.01631,0.01705,0.0189,0,0,0.312093379,0.326253349,0.361653272,4.049559893,0.164095469
average,0,0,0.01631,0.01385,0,0,0,0.540782493,0.459217507,0,3.459217507,0.246303237
changed,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
priced,0,0,0.01631,0.01918,0.01729,0,0,0.309018568,0.363395225,0.327586207,4.018567639,0.164232328
rubber,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
height,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
value,0,0,0.01631,0.02664,0.02694,0,0,0.233366719,0.381170411,0.38546287,4.152096151,0.172239677
result,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
front,0,0,0.01631,0,0,0,0,1,0,0,3,0.4
his,0,0,0.01631,0.01385,0.01327,0,0,0.375546857,0.318903983,0.30554916,3.930002303,0.164982109
sound,0,0,0.01427,0.02238,0.01649,0,0,0.268535943,0.421151675,0.310312382,4.04177644,0.170747803
chi,0,0,0.01427,0.02131,0.01287,0,0,0.294530444,0.439834881,0.265634675,3.971104231,0.173646011
missing,0,0,0.01427,0,0,0,0,1,0,0,3,0.4
awesome,0,0,0.01427,0.02025,0.05429,0,0,0.160680104,0.228014863,0.611305033,4.45062493,0.224277826
plenty,0,0,0.01427,0.02771,0.02091,0,0,0.226904118,0.44061059,0.332485292,4.105581173,0.176731231
trips,0,0,0.01427,0.01172,0,0,0,0.54905733,0.45094267,0,3.45094267,0.246906154
static,0,0,0.01427,0,0.01005,0,0,0.586759868,0,0.413240132,3.826480263,0.25101974
levels,0,0,0.01427,0,0.01046,0,0,0.577031945,0,0.422968055,3.84593611,0.249747008
quicker,0,0,0.01427,0.01279,0.01287,0,0,0.357375407,0.320310543,0.32231405,3.964938643,0.163830627
sides,0,0,0.01427,0,0,0,0,1,0,0,3,0.4
advance,0,0,0.01427,0,0,0,0,1,0,0,3,0.4
relatively,0,0,0.01427,0.01492,0,0,0,0.48886605,0.51113395,0,3.51113395,0.24505017
technology,0,0,0.01427,0,0.01206,0,0,0.541967338,0,0.458032662,3.916065325,0.246382838
deep,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
certain,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
phone,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
naturally,0,0,0.01223,0.01279,0.01367,0,0,0.316102352,0.330576376,0.353321272,4.03721892,0.163729874
whether,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
sort,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
told,0,0,0.01223,0,0.01126,0,0,0.520647084,0,0.479352916,3.958705832,0.245296802
mini,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
comfortable,0,0,0.01223,0.02238,0.02091,0,0,0.22028098,0.403097983,0.376621037,4.156340058,0.174845703
installed,0,0,0.01223,0,0.01046,0,0,0.539003967,0,0.460996033,3.921992067,0.246187985
complaints,0,0,0.01223,0.03623,0.0193,0,0,0.180489965,0.534681228,0.284828808,4.104338843,0.19979394
specs,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
round,0,0,0.01223,0.02131,0.0189,0,0,0.233218917,0.406369184,0.360411899,4.127192982,0.172872042
fair,0,0,0.01223,0.01066,0,0,0,0.534294452,0.465705548,0,3.465705548,0.245907389
louder,0,0,0.01223,0.01598,0,0,0,0.433534208,0.566465792,0,3.566465792,0.248529838
choose,0,0,0.01223,0,0.01086,0,0,0.529666522,0,0.470333478,3.940666955,0.245666524
packing,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
worse,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
parts,0,0,0.01223,0.01492,0,0,0,0.450460405,0.549539595,0,3.549539595,0.246944667
mentioned,0,0,0.01223,0.01598,0,0,0,0.433534208,0.566465792,0,3.566465792,0.248529838
men,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
helps,0,0,0.01223,0.02451,0.01971,0,0,0.216651904,0.434189548,0.349158547,4.132506643,0.177409302
shinier,0,0,0.01223,0,0,0,0,1,0,0,3,0.4
device,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
mom,0,0,0.0102,0,0.02534,0,0,0.287000563,0,0.712999437,4.425998875,0.279548751
securely,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
stiff,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
instructions,0,0,0.0102,0.01172,0,0,0,0.465328467,0.534671533,0,3.534671533,0.245928539
ions,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
main,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
luggage,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
helpful,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
suitable,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
manual,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
sucked,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
standard,0,0,0.0102,0.01385,0,0,0,0.424116424,0.575883576,0,3.575883576,0.249606344
shouldn,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
hasn,0,0,0.0102,0.01279,0,0,0,0.443671161,0.556328839,0,3.556328839,0.24752611
likes,0,0,0.0102,0.02344,0.01488,0,0,0.210222589,0.483099753,0.306677659,4.09645507,0.185272823
silky,0,0,0.0102,0,0.01971,0,0,0.341023069,0,0.658976931,4.317953862,0.264781921
lift,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
thicker,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
green,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
impressive,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
leaving,0,0,0.0102,0,0.01327,0,0,0.434597358,0,0.565402642,4.130805283,0.248416993
terms,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
separate,0,0,0.0102,0.01598,0,0,0,0.38961039,0.61038961,0,3.61038961,0.25470443
sliding,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
everyone,0,0,0.0102,0.01172,0.01689,0,0,0.262818861,0.301984025,0.435197114,4.172378253,0.173011348
series,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
shows,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
materials,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
gold,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
hotels,0,0,0.0102,0,0.02172,0,0,0.319548872,0,0.680451128,4.360902256,0.270231463
course,0,0,0.0102,0.01279,0.02051,0,0,0.234482759,0.294022989,0.471494253,4.237011494,0.180963263
none,0,0,0.0102,0,0.01046,0,0,0.493707648,0,0.506292352,4.012584705,0.2449813
usual,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
coarse,0,0,0.0102,0,0.01005,0,0,0.503703704,0,0.496296296,3.992592593,0.244960174
below,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
plate,0,0,0.0102,0.01279,0,0,0,0.443671161,0.556328839,0,3.556328839,0.24752611
protector,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
american,0,0,0.0102,0.01492,0.01086,0,0,0.283490828,0.414674819,0.301834352,4.018343524,0.169367194
neutral,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
baby,0,0,0.0102,0,0.01126,0,0,0.475302889,0,0.524697111,4.049394222,0.245446489
satisfied,0,0,0.0102,0.03197,0.02735,0,0,0.146720368,0.459867664,0.393411968,4.2466916,0.19379273
clear,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
wise,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
previously,0,0,0.0102,0.01279,0,0,0,0.443671161,0.556328839,0,3.556328839,0.24752611
retracts,0,0,0.0102,0,0.01448,0,0,0.413290113,0,0.586709887,4.173419773,0.251012832
whatever,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
wide,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
bath,0,0,0.0102,0,0.01528,0,0,0.400313972,0,0.599686028,4.199372057,0.252932643
carry,0,0,0.0102,0,0.01046,0,0,0.493707648,0,0.506292352,4.012584705,0.2449813
aware,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
tip,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
bucks,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
run,0,0,0.0102,0.01066,0,0,0,0.488974113,0.511025887,0,3.511025887,0.245048216
converter,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
consumer,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
philips,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
adapter,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
onto,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
warning,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
conditioning,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
adjustable,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
opinion,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
caution,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
defuser,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
opposite,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
complain,0,0,0.0102,0.01172,0,0,0,0.465328467,0.534671533,0,3.534671533,0.245928539
age,0,0,0.0102,0,0,0,0,1,0,0,3,0.4
multiple,0,0,0.0102,0.01279,0.01367,0,0,0.278232406,0.348881615,0.372885979,4.094653573,0.166238146
screw,0,0,0.0102,0.01385,0,0,0,0.424116424,0.575883576,0,3.575883576,0.249606344
portable,0,0,0.0102,0,0.01166,0,0,0.466605672,0,0.533394328,4.066788655,0.24585783
excellent,0,0,0,0.04049,0.10295,0,0,0,0.282278305,0.717721695,4.717721695,0.281000168
handy,0,0,0,0.02877,0.02614,0,0,0,0.523948279,0.476051721,4.476051721,0.245416805
loves,0,0,0,0.02771,0.07761,0,0,0,0.263102924,0.736897076,4.736897076,0.287137754
drys,0,0,0,0.02451,0.04263,0,0,0,0.365058088,0.634941912,4.634941912,0.259391071
options,0,0,0,0.02131,0.02292,0,0,0,0.481799683,0.518200317,4.518200317,0.245219291
bag,0,0,0,0.02025,0.02131,0,0,0,0.487247353,0.512752647,4.512752647,0.245081725
non,0,0,0,0.02025,0.01046,0,0,0,0.659394334,0.340605666,4.340605666,0.264882279
cords,0,0,0,0.02025,0,0,0,0,1,0,4,0.4
tired,0,0,0,0.01918,0.01528,0,0,0,0.556587348,0.443412652,4.443412652,0.247549694
absolutely,0,0,0,0.01918,0.0366,0,0,0,0.343850843,0.656149157,4.656149157,0.264107977
amazing,0,0,0,0.01812,0.06555,0,0,0,0.216565077,0.783434923,4.783434923,0.303536064
nightlight,0,0,0,0.01812,0.01005,0,0,0,0.643237487,0.356762513,4.356762513,0.261164299
cause,0,0,0,0.01705,0,0,0,0,1,0,4,0.4
reasonable,0,0,0,0.01705,0.0193,0,0,0,0.469050894,0.530949106,4.530949106,0.245729809
con,0,0,0,0.01705,0,0,0,0,1,0,4,0.4
solid,0,0,0,0.01705,0.01769,0,0,0,0.490788716,0.509211284,4.509211284,0.245018242
peel,0,0,0,0.01598,0,0,0,0,1,0,4,0.4
minor,0,0,0,0.01492,0,0,0,0,1,0,4,0.4
shape,0,0,0,0.01492,0,0,0,0,1,0,4,0.4
styles,0,0,0,0.01492,0,0,0,0,1,0,4,0.4
efficient,0,0,0,0.01385,0.0193,0,0,0,0.417797888,0.582202112,4.582202112,0.250405421
water,0,0,0,0.01385,0.01689,0,0,0,0.450553025,0.549446975,4.549446975,0.246937242
pack,0,0,0,0.01385,0.02051,0,0,0,0.403084983,0.596915017,4.596915017,0.252501501
smoother,0,0,0,0.01385,0.0189,0,0,0,0.422900763,0.577099237,4.577099237,0.249755314
mind,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
glad,0,0,0,0.01385,0.05308,0,0,0,0.206932616,0.793067384,4.793067384,0.307173235
cover,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
cabinet,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
barrel,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
tangled,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
trick,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
stuff,0,0,0,0.01385,0,0,0,0,1,0,4,0.4
experience,0,0,0,0.01385,0.01247,0,0,0,0.526215805,0.473784195,4.473784195,0.245509485
sized,0,0,0,0.01279,0.01528,0,0,0,0.455646598,0.544353402,4.544353402,0.246549974
gives,0,0,0,0.01279,0.02212,0,0,0,0.366370667,0.633629333,4.633629333,0.259119122
comment,0,0,0,0.01279,0,0,0,0,1,0,4,0.4
opening,0,0,0,0.01279,0,0,0,0,1,0,4,0.4
remove,0,0,0,0.01279,0,0,0,0,1,0,4,0.4
purpose,0,0,0,0.01279,0,0,0,0,1,0,4,0.4
sink,0,0,0,0.01279,0.01327,0,0,0,0.490790483,0.509209517,4.509209517,0.245018216
kinda,0,0,0,0.01279,0,0,0,0,1,0,4,0.4
fancy,0,0,0,0.01172,0.01005,0,0,0,0.538355535,0.461644465,4.461644465,0.24614723
location,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
reasonably,0,0,0,0.01172,0.01086,0,0,0,0.519043401,0.480956599,4.480956599,0.245244899
delivered,0,0,0,0.01172,0.01206,0,0,0,0.492851135,0.507148865,4.507148865,0.244990699
function,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
stayed,0,0,0,0.01172,0.01247,0,0,0,0.484497726,0.515502274,4.515502274,0.245145117
sleek,0,0,0,0.01172,0.01086,0,0,0,0.519043401,0.480956599,4.480956599,0.245244899
mother,0,0,0,0.01172,0.01247,0,0,0,0.484497726,0.515502274,4.515502274,0.245145117
gym,0,0,0,0.01172,0.01005,0,0,0,0.538355535,0.461644465,4.461644465,0.24614723
press,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
thank,0,0,0,0.01172,0.03177,0,0,0,0.269487238,0.730512762,4.730512762,0.285051668
suggest,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
add,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
keeper,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
spot,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
feet,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
reduce,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
above,0,0,0,0.01172,0,0,0,0,1,0,4,0.4
affordable,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
vanity,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
range,0,0,0,0.01066,0.01126,0,0,0,0.486313869,0.513686131,4.513686131,0.245101865
softer,0,0,0,0.01066,0.01408,0,0,0,0.430881164,0.569118836,4.569118836,0.248819142
oster,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
downside,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
thanks,0,0,0,0.01066,0.03177,0,0,0,0.251237332,0.748762668,4.748762668,0.291123936
market,0,0,0,0.01066,0.01005,0,0,0,0.514727185,0.485272815,4.485272815,0.245126
drawback,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
truly,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
curling,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
girls,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
c,0,0,0,0.01066,0,0,0,0,1,0,4,0.4
fantastic,0,0,0,0,0.02614,0,0,0,0,1,5,0.4
stores,0,0,0,0,0.02131,0,0,0,0,1,5,0.4
daughters,0,0,0,0,0.01971,0,0,0,0,1,5,0.4
vacation,0,0,0,0,0.0189,0,0,0,0,1,5,0.4
sister,0,0,0,0,0.0185,0,0,0,0,1,5,0.4
beat,0,0,0,0,0.01769,0,0,0,0,1,5,0.4
friends,0,0,0,0,0.01729,0,0,0,0,1,5,0.4
hairdresser,0,0,0,0,0.01729,0,0,0,0,1,5,0.4
cuts,0,0,0,0,0.01689,0,0,0,0,1,5,0.4
bonus,0,0,0,0,0.01568,0,0,0,0,1,5,0.4
guest,0,0,0,0,0.01528,0,0,0,0,1,5,0.4
min,0,0,0,0,0.01448,0,0,0,0,1,5,0.4
spent,0,0,0,0,0.01448,0,0,0,0,1,5,0.4
knew,0,0,0,0,0.01448,0,0,0,0,1,5,0.4
wash,0,0,0,0,0.01408,0,0,0,0,1,5,0.4
oil,0,0,0,0,0.01367,0,0,0,0,1,5,0.4
o,0,0,0,0,0.01287,0,0,0,0,1,5,0.4
local,0,0,0,0,0.01287,0,0,0,0,1,5,0.4
blast,0,0,0,0,0.01287,0,0,0,0,1,5,0.4
added,0,0,0,0,0.01247,0,0,0,0,1,5,0.4
ask,0,0,0,0,0.01247,0,0,0,0,1,5,0.4
dog,0,0,0,0,0.01206,0,0,0,0,1,5,0.4
healthy,0,0,0,0,0.01206,0,0,0,0,1,5,0.4
penny,0,0,0,0,0.01206,0,0,0,0,1,5,0.4
brands,0,0,0,0,0.01206,0,0,0,0,1,5,0.4
investment,0,0,0,0,0.01166,0,0,0,0,1,5,0.4
shower,0,0,0,0,0.01166,0,0,0,0,1,5,0.4
suitcase,0,0,0,0,0.01166,0,0,0,0,1,5,0.4
puts,0,0,0,0,0.01166,0,0,0,0,1,5,0.4
happier,0,0,0,0,0.01166,0,0,0,0,1,5,0.4
staying,0,0,0,0,0.01126,0,0,0,0,1,5,0.4
reliable,0,0,0,0,0.01086,0,0,0,0,1,5,0.4
bathrooms,0,0,0,0,0.01046,0,0,0,0,1,5,0.4
asked,0,0,0,0,0.01046,0,0,0,0,1,5,0.4
sedu,0,0,0,0,0.01046,0,0,0,0,1,5,0.4
choice,0,0,0,0,0.01005,0,0,0,0,1,5,0.4
means,0,0,0,0,0.01005,0,0,0,0,1,5,0.4
research,0,0,0,0,0.01005,0,0,0,0,1,5,0.4
